Sorszám;Ut;Azonosito;Kezdo;Veg;Hossz;Tipus;Szorzo;
1567;57;57u11k720m;11 + 720;12 + 920;1200;főúti;0.315;
1568;57;57u12k920m;12 + 920;14 + 070;1148;főúti;0;
1569;57;57u14k70m;14 + 070;15 + 615;1556;főúti;0;
1570;57;57u15k615m;15 + 615;16 + 755;1134;főúti;0;
1571;57;57u16k755m;16 + 755;17 + 564;793;főúti;0.508;
1572;57;57u18k740m;18 + 740;20 + 575;1840;főúti;0.306;
1573;57;57u20k575m;20 + 575;20 + 968;380;főúti;0;
1574;57;57u20k968m;20 + 968;25 + 485;4512;főúti;0;
1575;57;57u25k485m;25 + 485;26 + 690;1217;főúti;0;
1576;57;57u26k690m;26 + 690;28 + 530;1839;főúti;0;
1577;57;57u28k530m;28 + 530;33 + 860;5392;főúti;0.096;
1578;57;57u33k950m;33 + 950;34 + 540;673;főúti;0.593;
1579;57;57u34k623m;34 + 623;36 + 905;2349;főúti;0.31;
1580;57;57u37k170m;37 + 170;38 + 055;766;főúti;1;
1581;58;58u3k1075m;3 + 1075;5 + 891;1813;főúti;0.701;
1582;58;58u3k239m;3 + 239;3 + 1075;752;főúti;0.956;
1583;58;58u5k891m;5 + 891;6 + 580;753;főúti;0;
1584;58;58u6k580m;6 + 580;6 + 956;383;főúti;0;
1585;58;58u6k956m;6 + 956;7 + 650;688;főúti;0;
1586;58;58u7k650m;7 + 650;8 + 856;1170;főúti;0;
1587;58;58u8k856m;8 + 856;12 + 795;3971;főúti;0;
1588;58;58u15k154m;15 + 154;17 + 270;2102;főúti;0.184;
1589;58;58u17k270m;17 + 270;17 + 661;451;főúti;0;
1590;58;58u18k994m;18 + 994;20 + 200;1206;főúti;0.561;
1591;58;58u20k200m;20 + 200;21 + 900;1697;főúti;0;
1592;58;58u21k900m;21 + 900;23 + 881;1972;főúti;0;
1593;58;58u23k937m;23 + 937;24 + 915;1063;főúti;0.47;
1594;58;58u25k239m;25 + 239;26 + 460;1227;főúti;0.725;
1595;58;58u26k460m;26 + 460;27 + 504;1066;főúti;0.068;
1596;58;58u27k560m;27 + 560;30 + 392;3192;főúti;0;
1597;58;58u32k41m;32 + 041;33 + 500;1401;főúti;0;
1598;61;61u0k892m;0 + 892;3 + 508;2602;főúti;0;
1599;61;61u3k561m;3 + 561;3 + 900;423;főúti;0;
1600;61;61u3k900m;3 + 900;5 + 526;1586;főúti;0.241;
1601;61;61u7k975m;7 + 975;14 + 760;6843;főúti;0.07;
1602;61;61u16k186m;16 + 186;18 + 897;2687;főúti;0.015;
1603;61;61u18k897m;18 + 897;22 + 1673;4722;főúti;0;
1604;61;61u25k562m;25 + 562;26 + 700;1122;főúti;0;
1605;61;61u26k700m;26 + 700;31 + 607;4730;főúti;0.028;
1606;61;61u32k912m;32 + 912;33 + 694;805;főúti;0.335;
1607;61;61u34k337m;34 + 337;37 + 076;2810;főúti;0;
1608;61;61u37k76m;37 + 076;37 + 516;440;főúti;0;
1609;61;61u39k1013m;39 + 1013;41 + 684;1756;főúti;0;
1610;61;61u45k313m;45 + 313;50 + 037;4921;főúti;0;
1611;61;61u50k37m;50 + 037;53 + 121;3239;főúti;0;
1612;61;61u53k121m;53 + 121;53 + 318;197;főúti;0;
1613;61;61u53k318m;53 + 318;54 + 581;1241;főúti;0;
1614;61;61u54k581m;54 + 581;55 + 370;811;főúti;0;
1615;61;61u58k199m;58 + 199;58 + 567;367;főúti;1;
1616;61;61u58k567m;58 + 567;58 + 920;352;főúti;1;
1617;61;61u58k920m;58 + 920;59 + 986;1050;főúti;0.438;
1618;61;61u59k986m;59 + 986;60 + 299;315;főúti;0;
1619;61;61u60k299m;60 + 299;64 + 227;3904;főúti;0;
1620;61;61u64k227m;64 + 227;64 + 1077;849;főúti;0;
1621;61;61u66k563m;66 + 563;75 + 432;9075;főúti;0.222;
1622;61;61u75k432m;75 + 432;78 + 754;3334;főúti;0.199;
1623;61;61u78k754m;78 + 754;82 + 199;3442;főúti;0;
1624;61;61u82k199m;82 + 199;82 + 553;347;főúti;0;
1625;61;61u82k553m;82 + 553;86 + 179;3684;főúti;0;
1626;61;61u86k179m;86 + 179;88 + 910;2576;főúti;0;
1627;61;61u88k910m;88 + 910;89 + 089;391;főúti;0.021;
1628;61;61u95k121m;95 + 121;96 + 193;1045;főúti;0.328;
1629;61;61u97k281m;97 + 281;97 + 599;318;főúti;1;
1630;61;61u98k665m;98 + 665;99 + 232;568;főúti;0.999;
1631;61;61u102k364m;102 + 364;103 + 228;854;főúti;0.253;
1632;61;61u103k880m;103 + 880;104 + 632;747;főúti;1;
1633;61;61u106k163m;106 + 163;109 + 074;2919;főúti;0;
1634;61;61u109k74m;109 + 074;110 + 038;962;gyorsforgalmi;0;
1635;61;61u110k38m;110 + 038;112 + 254;2218;gyorsforgalmi;0.286;
1636;61;61u112k318m;112 + 318;117 + 381;5332;gyorsforgalmi;0;
1637;61;61u117k381m;117 + 381;119 + 412;2096;gyorsforgalmi;0;
1638;61;61u119k412m;119 + 412;122 + 325;3004;gyorsforgalmi;0;
1639;61;61u122k325m;122 + 325;124 + 368;1915;főúti;0;
1640;61;61u124k368m;124 + 368;128 + 3469;7238;főúti;0.289;
1641;61;61u128k3469m;128 + 3469;128 + 3792;260;főúti;0;
1642;61;61u132k236m;132 + 236;134 + 530;2396;főúti;0;
1643;61;61u137k964m;137 + 964;138 + 111;147;főúti;0;
1644;61;61u138k111m;138 + 111;142 + 460;4329;főúti;0;
1645;61;61u145k188m;145 + 188;151 + 730;6571;főúti;0;
1646;61;61u154k316m;154 + 316;154 + 520;207;főúti;0;
1647;61;61u154k520m;154 + 520;161 + 100;6555;főúti;0;
1648;61;61u163k93m;163 + 093;169 + 077;6022;főúti;0.011;
1649;61;61u170k815m;170 + 815;176 + 214;5426;főúti;0.12;
1650;61;61u178k760m;178 + 760;182 + 012;3254;főúti;0;
1651;61;61u183k516m;183 + 516;187 + 715;4195;főúti;0;
1652;61;61u187k715m;187 + 715;190 + 44;2355;főúti;0;
1653;61;61u190k104m;190 + 104;190 + 870;770;főúti;0.235;
1654;61;61u190k870m;190 + 870;193 + 294;2471;főúti;0.258;
1655;62;62u0k0m;0 + 000;2 + 548;2638;főúti;0.842;
1656;62;62u2k548m;2 + 548;4 + 450;1819;főúti;0;
1657;62;62u4k450m;4 + 450;11 + 831;7364;főúti;0;
1658;62;62u11k831m;11 + 831;16 + 929;5068;főúti;0;
1659;62;62u16k929m;16 + 929;19 + 780;2558;főúti;0.33;
1660;62;62u19k780m;19 + 780;20 + 865;1091;főúti;0.235;
1661;62;62u20k865m;20 + 865;21 + 515;650;főúti;0;
1662;62;62u21k515m;21 + 515;22 + 343;944;főúti;0;
1663;62;62u22k343m;22 + 343;22 + 797;457;főúti;0;
1664;62;62u22k797m;22 + 797;27 + 500;4727;főúti;0;
1665;62;62u27k500m;27 + 500;30 + 400;2907;főúti;0;
1666;62;62u30k400m;30 + 400;33 + 300;2938;főúti;0.593;
1667;62;62u33k400m;33 + 400;36 + 300;2922;főúti;0;
1668;62;62u36k300m;36 + 300;39 + 380;4552;főúti;0;
1669;62;62u39k380m;39 + 380;42 + 096;2774;főúti;0.093;
1670;62;62u42k579m;42 + 579;43 + 152;574;főúti;0;
1671;62;62u42k96m;42 + 096;42 + 579;479;főúti;0;
1672;62;62u43k152m;43 + 152;44 + 001;848;főúti;0.778;
1673;63;63u0k0m;0 + 000;8 + 000;7913;főúti;0.029;
1674;63;63u10k81m;10 + 081;11 + 167;1096;főúti;0.72;
1675;63;63u11k167m;11 + 167;12 + 212;1071;főúti;0;
1676;63;63u13k473m;13 + 473;15 + 447;1950;főúti;0;
1677;63;63u15k447m;15 + 447;20 + 802;5390;főúti;0;
1678;63;63u20k802m;20 + 802;24 + 590;3876;főúti;0;
1679;63;63u27k122m;27 + 122;31 + 456;4346;főúti;0;
1680;63;63u32k661m;32 + 661;35 + 857;3197;főúti;0.1;
1681;63;63u45k853m;45 + 853;49 + 556;3679;főúti;0;
1682;63;63u50k1414m;50 + 1414;52 + 940;1596;főúti;0;
1683;63;63u59k118m;59 + 118;62 + 578;3452;főúti;0.126;
1684;63;63u64k0m;64 + 000;67 + 794;3749;főúti;0.321;
1685;63;63u67k794m;67 + 794;69 + 597;1864;főúti;0;
1686;63;63u72k98m;72 + 098;74 + 902;2794;főúti;0.273;
1687;63;63u74k902m;74 + 902;79 + 499;4596;főúti;0.157;
1688;63;63u79k499m;79 + 499;83 + 604;4089;főúti;0;
1689;63;63u83k604m;83 + 604;89 + 450;5862;főúti;0;
1690;63;63u89k450m;89 + 450;89 + 782;333;főúti;0.784;
1691;63;63u89k782m;89 + 782;90 + 162;395;főúti;0.717;
1692;64;64u0k999m;0 + 999;1 + 497;528;főúti;0;
1693;64;64u1k497m;1 + 497;2 + 718;1231;főúti;0.051;
1694;64;64u4k381m;4 + 381;7 + 281;2834;főúti;0.067;
1695;64;64u10k411m;10 + 411;15 + 300;4869;főúti;0;
1696;64;64u15k300m;15 + 300;16 + 726;1440;főúti;0;
1697;64;64u16k726m;16 + 726;25 + 060;8343;főúti;0;
1698;64;64u25k60m;25 + 060;29 + 629;4450;főúti;0.08;
1699;64;64u35k916m;35 + 916;37 + 524;1641;főúti;0.53;
1700;65;65u0k0m;0 + 000;0 + 460;454;főúti;0;
1701;65;65u0k460m;0 + 460;3 + 613;3116;főúti;0;
1702;65;65u3k613m;3 + 613;5 + 439;1807;főúti;0;
1703;65;65u5k898m;5 + 898;9 + 427;3627;főúti;0.404;
1704;65;65u12k232m;12 + 232;14 + 509;2278;főúti;0.409;
1705;65;65u15k741m;15 + 741;16 + 500;755;főúti;0.24;
1706;65;65u16k500m;16 + 500;19 + 879;3380;főúti;0;
1707;65;65u19k879m;19 + 879;20 + 363;517;főúti;0;
1708;65;65u20k363m;20 + 363;24 + 420;4089;főúti;0;
1709;65;65u24k420m;24 + 420;24 + 707;288;főúti;0;
1710;65;65u28k192m;28 + 192;28 + 387;194;főúti;0;
1711;65;65u28k387m;28 + 387;29 + 1051;1704;főúti;0.268;
1712;65;65u31k974m;31 + 974;33 + 842;1846;főúti;0.279;
1713;65;65u33k842m;33 + 842;40 + 566;6801;főúti;0;
1714;65;65u40k566m;40 + 566;41 + 914;1375;főúti;0;
1715;65;65u41k914m;41 + 914;42 + 277;332;főúti;0;
1716;65;65u42k277m;42 + 277;43 + 968;1751;főúti;0.247;
1717;65;65u47k423m;47 + 423;47 + 916;493;főúti;0;
1718;65;65u47k916m;47 + 916;49 + 450;1525;főúti;0;
1719;65;65u49k450m;49 + 450;56 + 750;7380;főúti;0.03;
1720;65;65u59k403m;59 + 403;66 + 712;7296;főúti;0;
1721;65;65u66k712m;66 + 712;70 + 620;3986;főúti;0.034;
1722;65;65u71k637m;71 + 637;74 + 889;3258;főúti;0;
1723;65;65u76k925m;76 + 925;80 + 494;3584;főúti;0.207;
1724;66;66u3k969m;3 + 969;5 + 550;1581;főúti;0.018;
1725;66;66u5k550m;5 + 550;9 + 543;4083;főúti;0;
1726;66;66u10k396m;10 + 396;13 + 980;3589;főúti;0.069;
1727;66;66u13k980m;13 + 980;15 + 331;1388;főúti;0.192;
1728;66;66u18k643m;18 + 643;22 + 809;4177;főúti;0.13;
1729;66;66u24k191m;24 + 191;26 + 690;2511;főúti;0;
1730;66;66u26k690m;26 + 690;27 + 139;444;főúti;0;
1731;66;66u33k920m;33 + 920;36 + 222;2398;főúti;0.086;
1732;66;66u36k994m;36 + 994;39 + 068;2076;főúti;0.083;
1733;66;66u40k894m;40 + 894;41 + 940;1065;főúti;0.551;
1734;66;66u41k940m;41 + 940;47 + 978;5999;főúti;0;
1735;66;66u49k601m;49 + 601;49 + 990;389;főúti;0;
1736;66;66u49k990m;49 + 990;51 + 660;1551;főúti;0;
1737;66;66u53k206m;53 + 206;54 + 276;1228;főúti;0.631;
1738;67;67u1k681m;1 + 681;4 + 485;2864;főúti;0;
1739;67;67u4k485m;4 + 485;7 + 198;2712;főúti;0;
1740;67;67u7k198m;7 + 198;9 + 607;2405;főúti;0;
1741;67;67u9k607m;9 + 607;12 + 208;2586;főúti;0;
1742;67;67u13k787m;13 + 787;16 + 218;2425;főúti;0.241;
1743;67;67u16k584m;16 + 584;17 + 764;1182;főúti;0.742;
1744;67;67u17k764m;17 + 764;18 + 835;1071;főúti;0;
1745;67;67u19k578m;19 + 578;22 + 598;3020;főúti;0;
1746;67;67u23k314m;23 + 314;24 + 433;1119;főúti;0;
1747;67;67u24k433m;24 + 433;27 + 021;2588;főúti;0;
1748;67;67u27k21m;27 + 021;27 + 764;743;főúti;0;
1749;67;67u27k764m;27 + 764;29 + 554;1790;főúti;0;
1750;67;67u29k554m;29 + 554;30 + 297;726;főúti;0.936;
1751;67;67u30k297m;30 + 297;32 + 443;2147;főúti;0;
1752;67;67u32k443m;32 + 443;32 + 975;532;főúti;0.506;
1753;67;67u32k975m;32 + 975;33 + 693;718;főúti;1;
1754;67;67u33k693m;33 + 693;38 + 099;4406;főúti;0.506;
1755;67;67u42k538m;42 + 538;44 + 109;1569;főúti;0.135;
1756;67;67u44k109m;44 + 109;44 + 417;304;főúti;0;
1757;67;67u44k417m;44 + 417;46 + 166;1741;főúti;0.528;
1758;67;67u46k234m;46 + 234;47 + 706;1524;főúti;0.062;
1759;67;67u47k806m;47 + 806;54 + 127;6374;főúti;0.064;
1760;67;67u54k127m;54 + 127;57 + 410;3277;főúti;0;
1761;67;67u57k410m;57 + 410;59 + 870;2461;főúti;0.104;
1762;67;67u59k870m;59 + 870;63 + 417;3580;főúti;0;
1763;67;67u63k478m;63 + 478;76 + 637;13193;főúti;0;
1764;67;67u76k637m;76 + 637;78 + 204;1570;főúti;0.545;
1765;67;67u78k204m;78 + 204;80 + 545;2374;főúti;0.099;
1766;67;67u80k611m;80 + 611;83 + 493;2909;főúti;0.348;
1767;67;67u83k493m;83 + 493;91 + 214;7721;főúti;0;
1768;67;67u91k214m;91 + 214;92 + 336;1140;főúti;0;
1769;68;68u0k0m;0 + 000;0 + 432;456;főúti;0.951;
1770;68;68u1k787m;1 + 787;5 + 770;3868;főúti;0.172;
1771;68;68u6k909m;6 + 909;12 + 945;6036;főúti;0.033;
1772;68;68u18k221m;18 + 221;21 + 275;3049;főúti;0;
1773;68;68u23k196m;23 + 196;27 + 299;4097;főúti;0.115;
1774;68;68u30k610m;30 + 610;35 + 321;4708;főúti;0.135;
1775;68;68u35k731m;35 + 731;39 + 744;4179;főúti;0.095;
1776;68;68u39k834m;39 + 834;43 + 781;3949;főúti;0.084;
1777;68;68u44k890m;44 + 890;50 + 780;5888;főúti;0.166;
1778;68;68u52k322m;52 + 322;56 + 884;4565;főúti;0.134;
1779;68;68u56k884m;56 + 884;58 + 342;1451;főúti;0;
1780;68;68u59k938m;59 + 938;62 + 939;3000;főúti;0.336;
1781;68;68u64k57m;64 + 057;70 + 960;6903;főúti;0.065;
1782;68;68u73k383m;73 + 383;74 + 447;1059;főúti;0;
1783;68;68u75k732m;75 + 732;76 + 510;779;főúti;0.172;
1784;68;68u78k112m;78 + 112;79 + 167;1055;főúti;0;
1785;68;68u79k167m;79 + 167;82 + 496;3367;főúti;0.363;
1786;68;68u82k569m;82 + 569;86 + 346;3817;főúti;0.375;
1787;68;68u86k346m;86 + 346;88 + 964;2611;főúti;0.038;
1788;68;68u88k964m;88 + 964;89 + 119;155;főúti;0;
1789;68;68u91k847m;91 + 847;92 + 281;434;főúti;0;
1790;68;68u92k281m;92 + 281;95 + 486;3202;főúti;0;
1791;68;68u95k486m;95 + 486;96 + 686;1257;főúti;0;
1792;71;71u0k0m;0 + 000;2 + 276;2226;főúti;0;
1793;71;71u2k276m;2 + 276;2 + 707;426;főúti;0;
1794;71;71u2k707m;2 + 707;5 + 060;2352;főúti;0;
1795;71;71u8k787m;8 + 787;9 + 571;805;főúti;0.291;
1796;71;71u12k416m;12 + 416;15 + 239;2820;főúti;0;
1797;71;71u18k855m;18 + 855;19 + 570;952;főúti;0.93;
1798;71;71u19k570m;19 + 570;21 + 383;1754;főúti;1;
1799;71;71u21k383m;21 + 383;21 + 658;275;főúti;1;
1800;71;71u27k206m;27 + 206;29 + 658;2447;főúti;0.159;
1801;71;71u31k192m;31 + 192;31 + 443;249;főúti;0;
1802;71;71u31k443m;31 + 443;33 + 857;2412;főúti;0.305;
1803;71;71u34k729m;34 + 729;35 + 582;852;főúti;1;
1804;71;71u35k582m;35 + 582;37 + 310;1729;főúti;0.352;
1805;71;71u40k305m;40 + 305;42 + 641;2368;főúti;0;
1806;71;71u42k641m;42 + 641;43 + 023;386;főúti;0;
1807;71;71u43k23m;43 + 023;43 + 446;414;főúti;0;
1808;71;71u43k446m;43 + 446;44 + 781;1342;főúti;0;
1809;71;71u45k844m;45 + 844;47 + 212;1366;főúti;0.299;
1810;71;71u47k777m;47 + 777;48 + 466;688;főúti;0;
1811;71;71u49k385m;49 + 385;53 + 486;4096;főúti;0.394;
1812;71;71u54k153m;54 + 153;58 + 069;3872;főúti;0.257;
1813;71;71u58k69m;58 + 069;59 + 153;1116;főúti;0.655;
1814;71;71u59k530m;59 + 530;60 + 807;1275;főúti;0.108;
1815;71;71u62k939m;62 + 939;64 + 994;2052;főúti;0.138;
1816;71;71u67k684m;67 + 684;68 + 756;1074;főúti;0.416;
1817;71;71u68k756m;68 + 756;69 + 932;1171;főúti;0;
1818;71;71u70k556m;70 + 556;71 + 195;636;főúti;0;
1819;71;71u72k591m;72 + 591;74 + 573;1961;főúti;0;
1820;71;71u75k618m;75 + 618;76 + 506;886;főúti;0.873;
1821;71;71u77k700m;77 + 700;78 + 268;586;főúti;0.384;
1822;71;71u79k75m;79 + 075;83 + 625;4555;főúti;0.103;
1823;71;71u83k625m;83 + 625;85 + 275;1635;főúti;0.321;
1824;71;71u85k275m;85 + 275;86 + 323;1051;főúti;0;
1825;71;71u86k323m;86 + 323;90 + 266;3953;főúti;0.125;
1826;71;71u90k266m;90 + 266;95 + 555;5073;főúti;0.128;
1827;71;71u101k823m;101 + 823;102 + 750;972;főúti;0.966;
1828;71;71u102k750m;102 + 750;103 + 734;1015;főúti;0.943;
1829;71;71u103k734m;103 + 734;104 + 779;1001;főúti;0.975;
1830;71;71u104k779m;104 + 779;105 + 991;1193;főúti;0.465;
1831;71;71u108k138m;108 + 138;113 + 881;5164;főúti;0;
1832;71;71u113k881m;113 + 881;116 + 446;2582;főúti;0;
1833;72;72u0k591m;0 + 591;1 + 927;1366;főúti;0.438;
1834;72;72u1k927m;1 + 927;3 + 093;1181;főúti;0;
1835;72;72u3k93m;3 + 093;3 + 447;350;főúti;0;
1836;72;72u5k161m;5 + 161;5 + 666;499;főúti;1;
1837;72;72u5k666m;5 + 666;6 + 934;1283;főúti;0.194;
1838;73;73u0k0m;0 + 000;0 + 351;349;főúti;1;
1839;73;73u1k730m;1 + 730;6 + 518;4764;főúti;0.047;
1840;73;73u6k518m;6 + 518;6 + 870;352;főúti;0;
1841;73;73u6k870m;6 + 870;10 + 932;4072;főúti;0;
1842;73;73u10k932m;10 + 932;13 + 296;2363;főúti;0;
1843;74;74u0k0m;0 + 000;0 + 988;1017;főúti;0;
1844;74;74u0k988m;0 + 988;5 + 510;4500;főúti;0.223;
1845;74;74u5k510m;5 + 510;8 + 252;1262;főúti;0;
1846;74;74u8k252m;8 + 252;8 + 558;304;főúti;0;
1847;74;74u8k558m;8 + 558;9 + 656;1161;főúti;0;
1848;74;74u9k656m;9 + 656;10 + 715;998;főúti;0;
1849;74;74u10k715m;10 + 715;11 + 351;601;főúti;0.753;
1850;74;74u11k351m;11 + 351;12 + 741;1449;főúti;0.556;
1851;74;74u12k741m;12 + 741;13 + 560;791;főúti;0.182;
1852;74;74u14k624m;14 + 624;16 + 228;1605;főúti;0;
1853;74;74u19k20m;19 + 020;21 + 542;2499;főúti;0.026;
1854;74;74u22k620m;22 + 620;24 + 361;1734;főúti;1;
1855;74;74u24k361m;24 + 361;26 + 598;2235;főúti;0.53;
1856;74;74u27k215m;27 + 215;35 + 227;7983;főúti;0;
1857;74;74u35k227m;35 + 227;40 + 757;5531;főúti;0.332;
1858;74;74u40k757m;40 + 757;43 + 349;2616;főúti;0.049;
1859;74;74u43k349m;43 + 349;47 + 986;4618;főúti;0.566;
1860;74;74u48k600m;48 + 600;50 + 457;1921;főúti;0.093;
1861;74;74u50k457m;50 + 457;53 + 400;1549;főúti;0.938;
1862;74;74u53k400m;53 + 400;57 + 095;3725;főúti;0.16;
1863;74;74u57k95m;57 + 095;59 + 353;2123;főúti;0.067;
1864;74;74u61k273m;61 + 273;63 + 099;1821;főúti;0;
1865;74;74u63k99m;63 + 099;64 + 226;945;főúti;0;
1866;74;74u64k226m;64 + 226;65 + 890;1827;főúti;0;
1867;74;74u65k890m;65 + 890;68 + 417;2542;főúti;0.414;
1868;74;74u68k417m;68 + 417;69 + 100;683;főúti;0;
1869;74;74u69k100m;69 + 100;72 + 070;2937;főúti;0;
1870;74;74u74k493m;74 + 493;75 + 145;651;főúti;0;
1871;75;75u0k0m;0 + 000;2 + 059;2031;főúti;0;
1872;75;75u2k059m;2 + 059;3 + 059;1054;főúti;0.192;
1873;75;75u4k390m;4 + 390;5 + 100;707;főúti;0;
1874;75;75u5k100m;5 + 100;7 + 361;2262;főúti;0;
1875;75;75u7k361m;7 + 361;8 + 360;993;főúti;0;
1876;75;75u8k360m;8 + 360;10 + 116;1713;főúti;0.163;
1877;75;75u11k245m;11 + 245;14 + 484;3222;főúti;0.343;
1878;75;75u14k484m;14 + 484;17 + 640;3147;főúti;0;
1879;75;75u17k640m;17 + 640;18 + 483;847;főúti;0.349;
1880;75;75u18k483m;18 + 483;18 + 745;261;főúti;1;
1881;75;75u20k159m;20 + 159;20 + 471;310;főúti;0.853;
1882;75;75u20k471m;20 + 471;22 + 855;2382;főúti;0;
1883;75;75u22k855m;22 + 855;24 + 030;1214;főúti;0.329;
1884;75;75u25k626m;25 + 626;27 + 617;1988;főúti;0.152;
1885;75;75u27k617m;27 + 617;33 + 277;5666;főúti;0.133;
1886;75;75u33k366m;33 + 366;34 + 228;956;főúti;0.827;
1887;75;75u34k228m;34 + 228;34 + 357;127;főúti;1;
1888;75;75u35k459m;35 + 459;37 + 516;2162;főúti;0;
1889;75;75u37k516m;37 + 516;41 + 196;3574;főúti;0;
1890;75;75u41k196m;41 + 196;42 + 177;977;főúti;0;
1891;75;75u44k467m;44 + 467;48 + 451;3979;főúti;0;
1892;75;75u48k451m;48 + 451;49 + 539;1069;főúti;0.414;
1893;75;75u50k657m;50 + 657;56 + 256;5615;főúti;0.153;
1894;75;75u56k256m;56 + 256;61 + 290;5010;főúti;0.06;
1895;75;75u61k745m;61 + 745;62 + 670;921;főúti;0.756;
1896;75;75u65k1m;65 + 001;67 + 700;2705;főúti;0.244;
1897;75;75u67k700m;67 + 700;69 + 339;1658;főúti;0.984;
1898;76;76u0k34m;0 + 034;3 + 200;3210;főúti;0.155;
1899;76;76u4k662m;4 + 662;5 + 064;444;főúti;0.336;
1900;76;76u5k64m;5 + 064;6 + 461;1444;főúti;0.361;
1901;76;76u6k461m;6 + 461;7 + 950;1495;főúti;0;
1902;76;76u7k950m;7 + 950;14 + 388;6452;főúti;0;
1903;76;76u15k790m;15 + 790;19 + 062;3248;főúti;0.132;
1904;76;76u19k062m;19 + 062;21 + 680;2593;főúti;0;
1905;76;76u22k942m;22 + 942;27 + 255;4403;főúti;0.014;
1906;76;76u27k255m;27 + 255;29 + 382;2100;főúti;0.79;
1907;76;76u29k825m;29 + 825;31 + 434;1644;főúti;0.042;
1908;76;76u31k434m;31 + 434;32 + 874;1426;főúti;0;
1909;76;76u32k874m;32 + 874;35 + 386;2521;főúti;0;
1910;76;76u35k386m;35 + 386;35 + 848;457;főúti;0;
1911;76;76u35k848m;35 + 848;36 + 746;906;főúti;0;
1912;76;76u36k746m;36 + 746;38 + 980;2233;főúti;0;
1913;76;76u40k918m;40 + 918;45 + 512;4602;főúti;0.077;
1914;76;76u45k512m;45 + 512;46 + 291;775;főúti;0;
1915;76;76u46k291m;46 + 291;47 + 095;765;főúti;0;
1916;76;76u47k254m;47 + 254;48 + 397;1162;főúti;0;
1917;76;76u47k95m;47 + 095;47 + 254;156;főúti;0;
1918;76;76u48k397m;48 + 397;52 + 737;4356;főúti;0.2;
1919;76;76u54k3909m;54 + 3909;59 + 876;4286;főúti;0.351;
1920;76;76u59k876m;59 + 876;60 + 557;781;főúti;0.875;
1921;76;76u60k557m;60 + 557;63 + 333;2833;főúti;0.245;
1922;76;76u65k921m;65 + 921;66 + 170;239;főúti;0;
1923;76;76u66k170m;66 + 170;69 + 340;3179;főúti;0.118;
1924;76;76u70k860m;70 + 860;74 + 566;3635;főúti;0;
1925;76;76u74k566m;74 + 566;76 + 650;2081;főúti;0;
1926;76;76u76k650m;76 + 650;77 + 636;979;főúti;0;
1927;76;76u77k636m;77 + 636;79 + 559;1905;főúti;0.033;
1928;77;77u0k0m;0 + 000;3 + 091;3096;főúti;0.098;
1929;77;77u3k91m;3 + 091;9 + 614;6522;főúti;0;
1930;77;77u9k614m;9 + 614;10 + 945;1330;főúti;0;
1931;77;77u15k743m;15 + 743;18 + 010;2258;főúti;0;
1932;77;77u18k944m;18 + 944;22 + 163;3242;főúti;0;
1933;77;77u22k163m;22 + 163;22 + 486;322;főúti;0;
1934;77;77u23k59m;23 + 059;27 + 551;4477;főúti;0;
1935;77;77u27k551m;27 + 551;28 + 451;905;főúti;0;
1936;77;77u29k680m;29 + 680;33 + 165;3485;főúti;0.069;
1937;77;77u33k165m;33 + 165;33 + 425;254;főúti;1;
1938;77;77u35k163m;35 + 163;37 + 196;2029;főúti;0.293;
1939;77;77u37k196m;37 + 196;44 + 129;6906;főúti;0.336;
1940;77;77u49k181m;49 + 181;51 + 038;1818;főúti;0;
1941;77;77u51k236m;51 + 236;54 + 121;2880;főúti;0;
1942;77;77u51k38m;51 + 038;51 + 236;214;főúti;0;
1943;81;81u3k0m;3 + 000;5 + 619;2630;főúti;0.121;
1944;81;81u5k619m;5 + 619;8 + 315;2688;főúti;0.142;
1945;81;81u8k315m;8 + 315;9 + 387;1071;főúti;0.444;
1946;81;81u9k387m;9 + 387;9 + 859;462;főúti;0;
1947;81;81u9k859m;9 + 859;10 + 990;1192;főúti;0;
1948;81;81u10k990m;10 + 990;14 + 286;3306;főúti;0;
1949;81;81u14k286m;14 + 286;14 + 673;381;főúti;0;
1950;81;81u14k673m;14 + 673;18 + 271;3572;főúti;0.211;
1951;81;81u18k271m;18 + 271;20 + 558;2329;főúti;0;
1952;81;81u20k558m;20 + 558;20 + 844;289;főúti;0;
1953;81;81u20k844m;20 + 844;23 + 439;2602;főúti;0;
1954;81;81u23k439m;23 + 439;26 + 498;2979;főúti;0.394;
1955;81;81u26k498m;26 + 498;27 + 194;1010;főúti;1;
1956;81;81u27k194m;27 + 194;31 + 337;3960;főúti;0.3;
1957;81;81u31k337m;31 + 337;32 + 275;947;főúti;0;
1958;81;81u32k275m;32 + 275;32 + 885;611;főúti;0;
1959;81;81u32k885m;32 + 885;34 + 702;1819;főúti;0;
1960;81;81u34k702m;34 + 702;35 + 586;891;főúti;0;
1961;81;81u35k586m;35 + 586;36 + 417;837;főúti;0;
1962;81;81u36k417m;36 + 417;37 + 811;1426;főúti;0.641;
1963;81;81u37k811m;37 + 811;42 + 819;5028;főúti;0.166;
1964;81;81u42k819m;42 + 819;45 + 896;3054;főúti;0.362;
1965;81;81u50k59m;50 + 059;54 + 351;4393;főúti;0.131;
1966;81;81u54k351m;54 + 351;54 + 521;172;főúti;0;
1967;81;81u54k521m;54 + 521;56 + 3063;4489;főúti;0;
